pronounCount,prepositionCount,conjunctionCount,complexWordsCount,longWordsCount,syllablesCount,typeTokenRatio,wordCount,cleaned,entity,author
3.0,5.0,1.0,5.0,8.0,47.0,0.84375,32.0,although upreared upon summit wave hundred time altitude apparent size exceed ship line east indiaman existence ,[hundred],EAP
1.0,1.0,0.0,3.0,4.0,20.0,1.0,11.0,prove however second passage evidently ascend ,[second],MWS
1.0,5.0,1.0,0.0,3.0,31.0,0.9545454545454546,22.0,superstitious terror creep degree spirit old swede soul wrap silent wonder ,"[creep, degree]",EAP
0.0,0.0,1.0,0.0,2.0,7.0,1.0,6.0,contest keen doubtful ,"[contest, keen]",MWS
0.0,1.0,1.0,5.0,7.0,33.0,0.95,20.0,contented conscience compensate fallen hope slandered name tear affection misery civilized life ,[],MWS
5.0,2.0,2.0,0.0,1.0,22.0,0.9,20.0,must fulfil vow range side ally support till death ,[],MWS
1.0,1.0,1.0,3.0,5.0,25.0,0.9375,16.0,presently two people simply villager apparently farthest lead see stand paralysed ,[two],HPL
9.0,3.0,2.0,4.0,4.0,41.0,0.7931034482758621,29.0,bestow affection miniature gaze continually copy last letter read ,[],MWS
2.0,7.0,1.0,5.0,8.0,63.0,0.8260869565217391,46.0,rumour spread widely house contain leader vast band terrorist designate day launch orgy slaughter extermination america fine old tradition street love ,[house],HPL
3.0,12.0,1.0,12.0,18.0,92.0,0.7692307692307693,52.0,perhaps scarcely necessary add suggestion attribute brewster herschel beginning article transfusion artificial light focal object vision etc etc belong specie figurative writing come properly denomination rigmarole ,[],EAP
3.0,4.0,3.0,3.0,6.0,35.0,0.9,30.0,moment perdita appear stand fresh bloom youthful womanhood different yet mountain girl leave ,[perdita],MWS
7.0,6.0,3.0,5.0,9.0,57.0,0.85,40.0,ceremony perform large party assemble father agree elizabeth commence journey water sleep night evian continue voyage follow day ,"[elizabeth, evian]",MWS
2.0,2.0,2.0,2.0,3.0,16.0,1.0,12.0,happen man get frightened shoot ,[],HPL
4.0,3.0,0.0,4.0,4.0,33.0,0.8461538461538461,26.0,fool could come name every thing rational could enclose letter presentation ,[],EAP
2.0,1.0,0.0,0.0,2.0,9.0,1.0,8.0,deck enjoy swift progress ,[],MWS
4.0,4.0,1.0,0.0,2.0,24.0,0.8636363636363636,22.0,glance face moonlight burst tear fling far away ocean ,[],EAP
12.0,4.0,2.0,1.0,3.0,31.0,0.75,28.0,avoid know force upon give want see triumph give power ,[],MWS
1.0,9.0,0.0,3.0,7.0,46.0,0.7948717948717948,39.0,pass alley rear rue morgue fugitive attention arrest light gleam open window madame lespanaye chamber fourth story house ,"[pass, alley, rear, fourth]",EAP
4.0,3.0,1.0,5.0,6.0,34.0,1.0,20.0,find people possess method communicate experience feeling one another articulate sound ,[],MWS
0.0,2.0,1.0,0.0,0.0,19.0,1.0,16.0,body must look even bad life world hold many ugly thing ,[],HPL
1.0,1.0,0.0,0.0,2.0,7.0,1.0,6.0,treason growl coffin ,[],EAP
3.0,6.0,1.0,4.0,6.0,45.0,0.8235294117647058,34.0,expressionless face handsome point radiant beauty shock superintendent hall light fall wax face eye paint glass ,[],HPL
8.0,8.0,2.0,3.0,7.0,59.0,0.8235294117647058,51.0,oh extra baggage sure say something wish put hold something keep eye ah painting bargain nicolino italian jew ,[italian],EAP
5.0,5.0,3.0,2.0,7.0,50.0,0.8918918918918919,37.0,find curius like feast sorry fruit supper bring gift rich golden bribe sabines could refuse invaluable store friendship delight bestow ,[],MWS
1.0,1.0,0.0,0.0,1.0,8.0,1.0,8.0,p idea death afflict ,[],EAP
3.0,3.0,0.0,2.0,3.0,31.0,0.8333333333333334,24.0,look also innumerable fish swim clear water distinguish every pebble lie bottom ,[],MWS
0.0,3.0,0.0,4.0,4.0,31.0,1.0,18.0,fishy odour dispel moment merciful breeze close madden intensity ,[],HPL
0.0,0.0,0.0,1.0,2.0,11.0,0.8,5.0,malitia vetus malitia vetus est ,[],HPL
2.0,3.0,1.0,6.0,7.0,39.0,0.95,20.0,soon become excessively numerous like impious catacomb nameless menace pungent odour decay grow quite unbearable ,[],HPL
2.0,2.0,0.0,2.0,3.0,25.0,0.9545454545454546,22.0,respect indeed may regard little less equal celebrated ninon de lenclos ,[],EAP
0.0,3.0,1.0,4.0,6.0,39.0,0.9130434782608695,23.0,two armlet tiara kind pectoral latter high relief certain figure almost unbearable extravagance ,[two],HPL
2.0,6.0,0.0,9.0,13.0,66.0,0.8333333333333334,42.0,herr johann hermann hermann commence perusal epistle scowl however convert smile ludicrous self complacency come rigmarole injuriae per applicationem per constructionem et per se ,"[hermann, hermann]",EAP
3.0,3.0,1.0,3.0,4.0,30.0,1.0,21.0,wilson retaliation kind many one form practical wit disturb beyond measure ,"[wilson, one]",EAP
2.0,3.0,2.0,1.0,3.0,24.0,0.95,20.0,sing voice flow rich cadence swell die away like nightingale wood ,[],MWS
2.0,1.0,1.0,1.0,2.0,12.0,1.0,11.0,reply feebly yet quite audibly yes wish ,[],EAP
1.0,1.0,1.0,1.0,4.0,22.0,0.9411764705882353,17.0,march st february th accord international date line earthquake storm come ,"[march, st, february]",HPL
3.0,5.0,2.0,6.0,7.0,45.0,0.8484848484848485,33.0,upon head red extended mouth solitary eye fire sit hideous beast whose craft seduce murder whose inform voice consign hangman ,[],EAP
2.0,3.0,1.0,4.0,5.0,27.0,0.9047619047619048,21.0,throw overcoat take arm chair crackling log await patiently arrival host ,[],EAP
3.0,4.0,2.0,2.0,3.0,35.0,0.9285714285714286,28.0,laugh pause ask quite seriously boy go mad presumably hero fiction ,[],HPL
2.0,4.0,0.0,0.0,0.0,19.0,0.8947368421052632,19.0,length take leave take also table letter claim ,[],EAP
5.0,3.0,1.0,3.0,2.0,30.0,0.84,25.0,event prey heart felix render first see miserable family ,[],MWS
15.0,10.0,3.0,10.0,11.0,90.0,0.7538461538461538,65.0,one day cottager periodically rest labour old man play guitar child listen observe countenance felix melancholy beyond expression sigh frequently father pause music conjecture manner inquire cause son sorrow ,"[one, day]",MWS
1.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,lean right ,[],EAP
2.0,2.0,1.0,2.0,3.0,17.0,1.0,12.0,weakness luckily long duration ,[],EAP
0.0,1.0,0.0,2.0,3.0,12.0,1.0,4.0,negotium perambulan tenebris ,"[perambulan, tenebris]",HPL
1.0,1.0,1.0,4.0,4.0,23.0,1.0,16.0,great movement term go disease commotion moral physical ,[],EAP
1.0,3.0,0.0,3.0,5.0,25.0,1.0,15.0,create individual think necessary incarnate portion divine mind ,[],EAP
5.0,6.0,2.0,3.0,3.0,50.0,0.925,40.0,expect hear sir alfred jermyn emit shrill inhuman scream see seize clumsy antagonist hand dash floor cage bite fiendishly hairy throat ,"[alfred, jermyn]",HPL
2.0,3.0,1.0,5.0,8.0,42.0,0.9285714285714286,28.0,find however altogether expensive sure upon whole whether cambric muslin coating gum caoutchouc equally good ,[],EAP
3.0,1.0,1.0,2.0,2.0,19.0,1.0,16.0,refuse take pay long afterward guess ,[],HPL
4.0,5.0,3.0,6.0,11.0,54.0,0.8787878787878788,33.0,separation take place us generally happen idris perdita would ramble away together remain discuss affair nation philosophy life ,"[idris, perdita]",MWS
1.0,4.0,2.0,6.0,10.0,59.0,0.8611111111111112,36.0,many change also occur spontaneous regal election deposition abdication frequent place old prudent ardent youth would step forward eager action regardless danger ,[],MWS
1.0,2.0,0.0,2.0,1.0,14.0,1.0,9.0,beauty face maiden ever equal ,[],EAP
2.0,2.0,1.0,3.0,4.0,28.0,0.9473684210526315,19.0,london harshness sulleness sorrow entirely disappear ,[london],MWS
4.0,5.0,1.0,5.0,8.0,37.0,0.8148148148148148,27.0,begin also observe great accuracy form surround perceive boundary radiant roof light canopy ,[],MWS
1.0,4.0,1.0,3.0,6.0,32.0,0.92,25.0,procession cleric begin file steep stair trap door floor turn make menacing gesture leave ,[],HPL
8.0,6.0,2.0,5.0,10.0,59.0,0.7555555555555555,45.0,chemistry branch natural philosophy great improvement may make account make peculiar study time neglect branch science ,[],MWS
1.0,9.0,4.0,1.0,13.0,77.0,0.746268656716418,67.0,gabinius rumour run come upon cliffside cavern strange folk meet together make eld sign dark strange folk britons know save fear last survive great land west sink leave island rath circle shrine stonehenge great ,[],HPL
3.0,5.0,0.0,3.0,6.0,32.0,0.8181818181818182,22.0,watch rapid progress traveller telescope lose among distant inequality ice ,[],MWS
1.0,2.0,0.0,1.0,4.0,18.0,0.9333333333333333,15.0,jan martense whose room invade bury graveyard near mansion ,"[jan, martense, bury, graveyard]",HPL
2.0,6.0,1.0,3.0,4.0,46.0,0.9,30.0,individual part great whole move unison become resolve unit nature make think ,[],MWS
1.0,2.0,0.0,1.0,1.0,11.0,0.9090909090909091,11.0,observe door small house jar ,[],MWS
7.0,13.0,4.0,4.0,7.0,78.0,0.7183098591549296,71.0,lie face away uncle chair sudden flash awakening see door street northerly window wall floor ceiling toward north room photograph morbid vividness brain light bright glow fungus ray street outside ,[],HPL
2.0,2.0,1.0,0.0,0.0,16.0,0.9444444444444444,18.0,look dead truly death mere change state dead ,[],MWS
5.0,2.0,1.0,3.0,8.0,43.0,0.8529411764705882,34.0,questioning grow medically tense hand shake dress mangle member bind wish get wound sight quickly possible ,[],HPL
2.0,1.0,0.0,0.0,1.0,9.0,1.0,8.0,meantime let us survey image ,[],EAP
2.0,3.0,1.0,2.0,3.0,32.0,0.9545454545454546,22.0,god wonder across earth great architect go mad poor wilcox rave fever telepathic instant ,"[wilcox, rave]",HPL
5.0,4.0,2.0,4.0,7.0,49.0,0.8823529411764706,34.0,tale must pause must rapid fate describe short although strong expression precipitate irremediable change happiness despair ,[],MWS
1.0,2.0,1.0,1.0,6.0,36.0,0.8620689655172413,29.0,ridged barrel shape centre thin radiate arm knob end flat slightly outward curve starfish arm spread knob ,"[ridged, barrel, shape, centre]",HPL
0.0,1.0,0.0,1.0,2.0,8.0,1.0,6.0,appearance justine calm ,[],MWS
5.0,4.0,3.0,4.0,8.0,46.0,0.8857142857142857,35.0,look see expect colleague terrible old man lean quietly knotted cane smile hideously ,[],HPL
0.0,3.0,0.0,3.0,6.0,33.0,0.9583333333333334,24.0,great decrease earth apparent diameter subtend balloon angle little twenty five degree ,"[twenty, five, degree]",EAP
4.0,2.0,1.0,2.0,3.0,26.0,0.85,20.0,never seek return tenebrous labyrinth would direct sane man thither could ,[],HPL
8.0,6.0,3.0,7.0,10.0,66.0,0.8913043478260869,46.0,raymond spring lightly horse grasp standard word could hear gesture fit accompaniment mark passionate energy seem adjure assistance companionship even speak crowd recede ,"[raymond, spring]",MWS
0.0,0.0,0.0,0.0,2.0,10.0,1.0,6.0,positive pleasure mere idea ,[],EAP
5.0,4.0,3.0,3.0,8.0,52.0,0.9166666666666666,36.0,winter spring summer pass away labour watch blossom expand leave sight always yield supreme delight deeply engross occupation ,"[winter, spring, summer, supreme]",MWS
1.0,3.0,1.0,2.0,3.0,23.0,0.8,20.0,flute pipe horribly hear beating drum direction island ruin ,[],HPL
0.0,0.0,0.0,0.0,3.0,7.0,1.0,5.0,raymond yield present ,[raymond],MWS
12.0,9.0,2.0,3.0,14.0,148.0,0.7232142857142857,112.0,poor matt matt allu agin try line folk side long talk preacher use run congregational parson aout taown methodist feller quit never see resolved babcock baptist parson agin wrath jehovy mighty little critter heerd heerd see see dagon ashtoreth belial belzebub golden caff idol canaan philistines babylonish abomination mene mene tekel upharsin stop look watery blue eye fear close stupor ,"[matt, matt, allu, critter, heerd, heerd, belzebub, golden, caff]",HPL
2.0,2.0,0.0,1.0,1.0,12.0,1.0,11.0,profit time rest hour ,"[rest, hour]",MWS
3.0,4.0,0.0,2.0,3.0,24.0,0.9,20.0,adrian remain coffee room compliance desire take seat st stephen ,[adrian],MWS
1.0,0.0,0.0,0.0,1.0,5.0,1.0,6.0,one subject could ,[one],MWS
1.0,1.0,0.0,2.0,3.0,25.0,0.8888888888888888,18.0,narrow space immediately surround body grow body ,[],EAP
4.0,3.0,1.0,4.0,5.0,33.0,0.9565217391304348,23.0,recover stupor dawn upon gradually conviction startle even far coincidence ,[],EAP
2.0,6.0,2.0,0.0,3.0,31.0,0.8064516129032258,31.0,fair strong breeze soon run little cove northward fort moultrie walk two mile bring us hut ,"[fair, two, mile]",EAP
3.0,8.0,3.0,6.0,10.0,62.0,0.8478260869565217,46.0,may observe passing prodigious glass say mold glasshouse messrs hartley grant dumbarton messrs h g establishment cease operation many year previous publication hoax ,"[hartley, grant, dumbarton, many, year]",EAP
5.0,5.0,7.0,7.0,7.0,77.0,0.8103448275862069,58.0,archaic lane house unexpected bit square court indeed delight find poet artist loud voiced pretender whose quaintness tinsel whose life denial pure beauty poetry art stay love venerable thing ,"[archaic, lane, house, tinsel]",HPL
3.0,2.0,0.0,3.0,4.0,20.0,1.0,15.0,frightened gaiety dread great revulsion end ,[],MWS
1.0,8.0,1.0,6.0,13.0,81.0,0.7796610169491526,59.0,walk many time repeat world great master terrible bizarre oblige pass particular house eastern side street dingy antiquated structure perch abruptly rise side hill great unkempt yard date time region partly open country ,[],HPL
1.0,1.0,0.0,2.0,2.0,13.0,1.0,9.0,small object table fascinate intensely ,[],HPL
2.0,3.0,1.0,2.0,3.0,22.0,0.9375,16.0,thoroughly break intense excitement time deny us repose ,[],EAP
9.0,6.0,6.0,5.0,13.0,83.0,0.7619047619047619,63.0,think think still never hear clear strong voice beheld fine set tooth must say sorry interruption moment owe whisper insinuation aforesaid interest greatly excited hero bugaboo kickapoo campaign ,"[owe, whisper, bugaboo, kickapoo]",EAP
2.0,3.0,1.0,1.0,2.0,20.0,1.0,19.0,dupin would advise make thorough search premise ,[dupin],EAP
2.0,6.0,4.0,5.0,9.0,56.0,0.8717948717948718,39.0,legrand immediately take scythe clear circular space three four yard diameter beneath insect accomplish order jupiter let go string come tree ,"[three, four, jupiter]",EAP
4.0,6.0,2.0,5.0,7.0,52.0,0.8717948717948718,39.0,monday ascertain girl rue des drmes day elapse without tiding tardy search institute several point city environ ,"[monday, tardy, search, institute]",EAP
7.0,8.0,2.0,3.0,3.0,49.0,0.7045454545454546,44.0,old captain sea come often grandfather tell thing turn tell father father tell long autumn evening wind howl eerily east ,"[autumn, evening]",HPL
0.0,3.0,0.0,0.0,2.0,19.0,0.9375,16.0,pair golden crouching lion rest throne many step gleaming floor ,"[pair, golden, crouching, lion, rest]",HPL
0.0,5.0,3.0,3.0,6.0,49.0,0.9411764705882353,34.0,strange maddest myth often merely symbol allegory base upon truth old zadok must see everything go around innsmouth last ninety year ,"[last, ninety, year]",HPL
3.0,5.0,2.0,4.0,14.0,63.0,0.8571428571428571,42.0,whole cohort remain standstill torch fade watch think fantastic shadow outline sky spectral luminosity via lactea flow perseus cassiopeia cepheus cygnus ,"[perseus, cassiopeia]",HPL
3.0,7.0,2.0,4.0,4.0,44.0,0.8529411764705882,34.0,eight inch immediately rope four foot bottom car fasten another shelf make thin plank similar piece wood ,"[eight, inch, four, foot]",EAP
3.0,3.0,1.0,6.0,6.0,37.0,0.92,25.0,imagine wretchedness desolated home reality come new less terrible disaster ,[],MWS
7.0,3.0,1.0,2.0,4.0,36.0,0.8484848484848485,33.0,come home meet lieutenant g fort foolishly lend bug impossible see morning ,"[g, fort, see, morning]",EAP
2.0,1.0,1.0,2.0,1.0,18.0,1.0,14.0,mind character arthur jermyn atone aspect ,"[arthur, jermyn]",HPL
1.0,0.0,1.0,5.0,5.0,22.0,1.0,11.0,plain straightforward business require particular ability ,[],EAP
1.0,8.0,3.0,2.0,3.0,46.0,0.8717948717948718,39.0,time cry cease party rush first flight stair two rough voice angry contention distinguish seem proceed upper part house ,"[time, cry, cease, party, first, two]",EAP
3.0,4.0,1.0,0.0,2.0,21.0,0.9130434782608695,23.0,yet say best pleased least present live roof ,[],MWS
2.0,4.0,0.0,4.0,4.0,30.0,0.9,20.0,upon topic topic smith personal appearance kind melancholy satisfaction minute ,"[satisfaction, minute]",EAP
3.0,2.0,1.0,1.0,2.0,21.0,0.8823529411764706,17.0,god man realise place like merely make actually grow ,[],HPL
1.0,3.0,1.0,0.0,1.0,6.0,1.0,6.0,press vain ,[],MWS
4.0,3.0,3.0,6.0,8.0,49.0,0.8214285714285714,28.0,studied immovability countenance slow equable manner soft unmelodious voice mask hide fiery passion impatience disposition ,[],MWS
4.0,4.0,2.0,1.0,2.0,33.0,0.9615384615384616,26.0,strange star lionel rule birth sadly dismay may look upon annihilation man remain ,[],MWS
2.0,4.0,2.0,1.0,3.0,29.0,0.7241379310344828,29.0,sun sink low heaven pass river drance observe path chasm high glen low hill ,"[sun, sink]",MWS
1.0,1.0,1.0,1.0,1.0,11.0,1.0,7.0,summer mortality grow fear ,[summer],MWS
2.0,9.0,1.0,4.0,4.0,41.0,0.8484848484848485,33.0,right arm chess player extend full length right angle body lying apparently careless position side board ,[],EAP
0.0,5.0,0.0,6.0,9.0,40.0,0.9047619047619048,21.0,labour man genius however erroneously direct scarcely ever fail ultimately turn solid advantage mankind ,[],MWS
4.0,6.0,2.0,10.0,13.0,68.0,0.8837209302325582,43.0,attain altitude mention say three mile three quarter throw car quantity feather find still ascend sufficient rapidity therefore necessity discharge ballast ,"[three, mile, three, quarter]",EAP
3.0,5.0,2.0,4.0,7.0,46.0,0.8571428571428571,35.0,say fierce aurora come oftener spot shine blue north vision frozen world crag cottage hang black fantastic wild coruscation ,[aurora],HPL
11.0,7.0,1.0,3.0,6.0,68.0,0.803921568627451,51.0,great volubility native neapolitan dialect familiar tell us spectre roof would fall narrow admit us deep hole within fill water may drown ,"[great, volubility, native, neapolitan, spectre, roof]",MWS
9.0,4.0,0.0,2.0,3.0,42.0,0.75,36.0,treat candour true say soon pass away last forever deign speak admit consolation ,[],MWS
2.0,4.0,0.0,2.0,4.0,28.0,0.8571428571428571,21.0,joyful welcome boy soft gratulation clara pressure adrian hand contribute unman ,[adrian],MWS
4.0,3.0,1.0,3.0,4.0,37.0,0.9,30.0,probable seat upon little square block protuberance see corner main compartment door open ,[],EAP
1.0,6.0,2.0,4.0,6.0,47.0,0.7368421052631579,38.0,quiet disturb rush water divide steady keel murmur moveless full sail wind whistle shroud regular motion engine ,[],MWS
2.0,8.0,2.0,10.0,14.0,71.0,0.8974358974358975,39.0,undue earnest morbid attention thus excite object nature frivolous must confound character ruminate propensity common mankind especially indulge person ardent imagination ,[],EAP
2.0,5.0,3.0,4.0,7.0,32.0,1.0,21.0,neither ship land appear begin despair solitude upon heaving vastness unbroken blue ,[],HPL
4.0,5.0,2.0,4.0,6.0,47.0,0.9,40.0,knock answer good english curious voice distance right ask name business thing state come opening door next one seek ,"[english, one]",HPL
2.0,0.0,0.0,1.0,1.0,8.0,1.0,5.0,manner convince ,[],EAP
1.0,8.0,1.0,3.0,7.0,44.0,0.8292682926829268,41.0,fourth corpse find float seine near shore opposite quartier rue saint andree point far distant secluded neighborhood barrire du roule ,"[fourth, quartier, rue, saint, andree, point, du, roule]",EAP
4.0,3.0,0.0,0.0,0.0,24.0,0.8846153846153846,26.0,would betake wild beast den tyger cub would slay rear health ,[],MWS
0.0,3.0,1.0,2.0,3.0,31.0,0.88,25.0,last spring thaw come grave laboriously prepared nine silent harvest grim reaper wait tomb ,"[last, spring, nine]",HPL
4.0,6.0,1.0,1.0,5.0,49.0,0.8536585365853658,41.0,column suck toward open country presently feel chill hot autumn stalk dark moor beheld around us hellish moon glitter evil snow ,"[us, moon, glitter]",HPL
5.0,3.0,0.0,3.0,9.0,43.0,0.9666666666666667,30.0,voice express deep compassion thou unaccountable cry whither thy action tend maze purpose thou seemest lose whither indeed ,"[voice, express]",MWS
3.0,6.0,0.0,4.0,5.0,33.0,0.9565217391304348,23.0,least long period inventor lombardy poplar continue favor explanation ,[],EAP
11.0,17.0,2.0,13.0,21.0,127.0,0.7222222222222222,90.0,perhaps first manif reluctance old preceptor discuss paternal ancestry give rise terror ever feel mention great house yet grow childhood able piece together disconnected fragment discourse let slip unwilling tongue begin falter approach senility sort relation certain circumstance always deem strange become dimly terrible ,[],HPL
1.0,3.0,1.0,2.0,4.0,26.0,0.7894736842105263,19.0,manner wild mixture peevishness second childhood solemn dignity god ,[second],EAP
1.0,1.0,0.0,1.0,1.0,9.0,1.0,7.0,much astounded resist ,[],EAP
4.0,7.0,2.0,5.0,12.0,62.0,0.7916666666666666,48.0,spur impulse originate gilman drag forward along course determine angle old woman arm direction small monstrosity paw shuffle three step back twilight abyss ,[three],HPL
0.0,2.0,3.0,7.0,7.0,36.0,0.76,25.0,chisel stone hue age profusely overhung overspread ivy coral honeysuckle eglantine clematis ,"[chisel, stone]",EAP
3.0,2.0,1.0,0.0,1.0,16.0,0.9285714285714286,14.0,sicilian hire name peters ,[sicilian],HPL
2.0,9.0,0.0,8.0,11.0,76.0,0.75,48.0,maintain even crawling system great amount truth would attain long series age repression imagination evil compensate superior certainty ancient mode investigation ,[],EAP
4.0,6.0,3.0,5.0,9.0,55.0,0.8205128205128205,39.0,moribund hermit rage fear swell grotesque proportion seem likely shatter remain fail physique spasm cause clap hand eye rush bathroom ,[],HPL
1.0,2.0,0.0,1.0,5.0,23.0,1.0,17.0,see noble creature destroy misery without feel poignant grief ,[],MWS
2.0,1.0,0.0,0.0,0.0,7.0,0.875,8.0,smile fear ,[],EAP
3.0,4.0,2.0,0.0,4.0,29.0,0.9615384615384616,26.0,nod bare black stump yellow fang clutch curtain prevent fall ,"[nod, bare]",HPL
1.0,5.0,2.0,7.0,7.0,43.0,0.8888888888888888,27.0,turn road new object suddenly perceive recognize remind day go associate lighthearted gaiety boyhood ,[],MWS
0.0,3.0,0.0,2.0,3.0,17.0,1.0,13.0,tramp horse distinctly hear silence length discern ,"[tramp, horse]",MWS
3.0,2.0,1.0,5.0,6.0,34.0,1.0,21.0,wit hilarity deep observation mingle talk render every sentence utter flash light ,[],MWS
5.0,4.0,3.0,4.0,7.0,47.0,0.9354838709677419,31.0,fond end story sight sound paralyse hero faculty leave without courage word association tell experience ,[],HPL
2.0,5.0,1.0,4.0,5.0,47.0,0.9666666666666667,30.0,wish comprehensive history site settlement even narragansett indian legend could unearth supply datum ,[indian],HPL
1.0,0.0,1.0,2.0,2.0,9.0,1.0,7.0,say mean average interval ,[],EAP
1.0,4.0,1.0,7.0,8.0,59.0,0.8837209302325582,43.0,entire reward thus stand less thirty thousand franc regard extraordinary sum consider humble condition girl great frequency large city atrocity one describe ,"[thirty, thousand, franc, one]",EAP
0.0,0.0,0.0,0.0,1.0,11.0,1.0,10.0,thus thing profound ,[],EAP
0.0,3.0,1.0,1.0,2.0,23.0,0.7894736842105263,19.0,nothing surpass beauty form glossy vivid green leave tulip tree ,[],EAP
3.0,4.0,2.0,0.0,0.0,23.0,0.9090909090909091,22.0,badly may must get stay away ,[],HPL
4.0,0.0,1.0,0.0,1.0,20.0,0.9411764705882353,17.0,say iranon wherefore ye toil ye may live happy ,[],HPL
1.0,3.0,2.0,3.0,6.0,33.0,0.9523809523809523,21.0,mazurewicz wait door seem anxious reluctant whisper fresh bit superstition ,[mazurewicz],HPL
2.0,0.0,3.0,0.0,0.0,22.0,0.7894736842105263,19.0,bend forest crush city yet may forest city behold hand smite ,"[bend, forest, forest, city]",HPL
6.0,6.0,4.0,8.0,11.0,60.0,0.8205128205128205,39.0,however soon shew poverty barrenness see popular doctrine occultism dry inflexible science yet without even slender palliative truth redeem ,[],HPL
1.0,6.0,1.0,2.0,2.0,42.0,0.9032258064516129,31.0,however riot sort later perhaps forty year later old roulet death one seem hear family ,"[forty, year, later, old, one]",HPL
2.0,1.0,0.0,1.0,1.0,14.0,1.0,13.0,skull say well fasten limb ,[],EAP
9.0,8.0,1.0,3.0,8.0,46.0,0.775,40.0,explain say may comprehend clearly first retrace course meditation moment speak rencontre fruiterer question ,[rencontre],EAP
1.0,2.0,0.0,2.0,3.0,14.0,1.0,11.0,mesmeric condition near death content ,[],EAP
1.0,6.0,0.0,5.0,8.0,40.0,0.8571428571428571,28.0,retardation actually experience hand may expect friction ether instantaneous passage orb ,[],EAP
2.0,5.0,1.0,2.0,4.0,29.0,0.8695652173913043,23.0,lead battle intrigue faithlessness rear throne upon wreck english public spirit ,[english],MWS
4.0,2.0,1.0,2.0,6.0,30.0,0.9473684210526315,19.0,country ancient annal late memorable struggle make partake glory excellence ,[],MWS
4.0,4.0,1.0,4.0,4.0,31.0,0.8888888888888888,27.0,try make noise ward something drown something could imagine awesome though feel must ,[],HPL
0.0,5.0,1.0,5.0,7.0,45.0,0.9642857142857143,28.0,bus rather early rattle three passenger somewhat eight evil look fellow sidewalk mutter indistinguishable word driver ,"[three, eight, sidewalk, mutter]",HPL
1.0,1.0,2.0,1.0,1.0,13.0,1.0,11.0,snow fall water harden rest ,[],MWS
6.0,8.0,3.0,4.0,11.0,63.0,0.7872340425531915,47.0,say commence moment life cessation commence sad sad instant fever abandon sink breathless motionless torpor press pallid eyelid passionate finger love ,[],EAP
2.0,1.0,0.0,2.0,2.0,14.0,1.0,11.0,workmanship another planet ,[],HPL
5.0,4.0,4.0,1.0,1.0,36.0,0.9,30.0,comely even thou full folly strangeness run away small find would listen gladly song dream ,[thou],HPL
3.0,7.0,2.0,6.0,10.0,55.0,0.8974358974358975,39.0,one terrific barrier already mention indicate region beyond pest ban scramble alley legs worthy hugh tarpaulin find progress suddenly impede ,"[one, alley, tarpaulin]",EAP
5.0,6.0,0.0,2.0,3.0,35.0,0.8928571428571429,28.0,two month aunt death remove london lead father attend deep study occupy ,"[two, month, london]",MWS
1.0,0.0,1.0,2.0,3.0,15.0,0.8888888888888888,9.0,obviously organic organic ,[],HPL
1.0,0.0,1.0,1.0,4.0,16.0,0.9090909090909091,11.0,clothing badly rumpled joe crucifix miss ,"[joe, crucifix]",HPL
1.0,0.0,0.0,1.0,2.0,12.0,1.0,7.0,discipline lose army disband ,[army],MWS
1.0,4.0,2.0,2.0,2.0,26.0,0.9130434782608695,23.0,wreck chaos usual sense appear arise within sixth perfect ,[sixth],EAP
2.0,13.0,4.0,8.0,16.0,112.0,0.7209302325581395,86.0,chamber lie westwardly seven none masker venture night wane away flow ruddier light blood color pane blackness sable drapery appal whose foot fall upon sable carpet come near clock ebony muffled peal solemnly emphatic reach ear indulge remote gaiety apartment ,[seven],EAP
2.0,0.0,0.0,1.0,3.0,12.0,1.0,9.0,obvious pursuer gain ,[],HPL
3.0,1.0,1.0,0.0,0.0,9.0,1.0,10.0,may think draw back ,[],EAP
1.0,0.0,2.0,2.0,3.0,20.0,0.9230769230769231,13.0,sound motion touch tingle sensation pervade frame ,[],EAP
0.0,3.0,0.0,2.0,3.0,19.0,1.0,11.0,estate seldom hold nobleman hungary ,[hungary],EAP
2.0,4.0,2.0,4.0,4.0,32.0,0.7241379310344828,29.0,approach house field rear take speciman back door cellar stair prepare usual experiment ,"[approach, house]",HPL
2.0,2.0,0.0,2.0,3.0,21.0,0.9230769230769231,13.0,conversation turn upon detail arrangement morrow ,[],EAP
0.0,1.0,0.0,0.0,1.0,9.0,1.0,7.0,particle silver ,[],EAP
4.0,3.0,1.0,2.0,7.0,29.0,0.9565217391304348,23.0,talk thus perceive go ordinary road windsor englefield green towards bishopgate heath ,[],MWS
8.0,2.0,0.0,4.0,6.0,32.0,0.8461538461538461,26.0,alone dare speak hear commend impartial spectator brother friend therefore must mine ,[],MWS
1.0,3.0,0.0,2.0,2.0,31.0,1.0,20.0,beauvais idiot could never urge identification corpse simply hair upon arm ,"[beauvais, idiot]",EAP
5.0,2.0,1.0,1.0,4.0,38.0,0.875,32.0,suppose say miser symptom doctor would direct take take say abernethy take advice sure ,[],EAP
11.0,8.0,2.0,1.0,9.0,60.0,0.7924528301886793,53.0,last effort sister muster strength firmness step one boat shriek spring towards raymond knelt side glue lip hand seize face shroud long hair give tear ,[one],MWS
